tweet_id,tweet_text,created_at,author_id,clean_text,sentiment
1992888565425209583,"@Dvcryptzz 🎉It's hard to miss events like this. With #Bitrue, don't just watch but copy trade the same AI Futures real-time! First 100 sign-ups enter the iPhone 17 Lucky Draw + win up to 1,000 USDT https://t.co/VJJSM6nzeg",2025-11-24 09:30:34+00:00,1251382849539694592,its hard to miss events like this with dont just watch but copy trade the same ai futures realtime first signups enter the iphone lucky draw win up to usdt,Positive
1992888527244443870,"Get your hands on the new Apple iPhone 17 Pro.

@Gleamapp is giving it away to one lucky winner. Enter now for a chance 👉 https://t.co/8xLgjk76Oc",2025-11-24 09:30:25+00:00,1722180661333889024,get your hands on the new apple iphone pro is giving it away to one lucky winner enter now for a chance,Positive
1992888497007669432,"@Cryptobullmaker 🎉 Events like these are difficult to miss. Copy and trade the same AI Futures in real time with #Bitrue! Enter the iPhone 17 Lucky Draw for the first 100 sign-ups to win up to $1,000 USDT. https://t.co/J8qHhKNQJm",2025-11-24 09:30:18+00:00,1251382849539694592,events like these are difficult to miss copy and trade the same ai futures in real time with enter the iphone lucky draw for the first signups to win up to usdt,Positive
1992888482264703339,"Get your hands on the new Apple iPhone 17 Pro.

@Gleamapp is giving it away to one lucky winner. Enter now for a chance 👉 https://t.co/aGCM4Jd4uY",2025-11-24 09:30:14+00:00,327390434,get your hands on the new apple iphone pro is giving it away to one lucky winner enter now for a chance,Positive
1992888380389200182,"@seth_fin 🎉 Events like these are difficult to miss. Copy and trade the same AI Futures in real-time with #Bitrue! Enter the iPhone 17 Lucky Draw and win up to $1,000 USDT for the first 100 sign-ups. https://t.co/i7z3OJ6qbp",2025-11-24 09:29:50+00:00,1251382849539694592,events like these are difficult to miss copy and trade the same ai futures in realtime with enter the iphone lucky draw and win up to usdt for the first signups,Positive
1992888312500273167,"@Teambuertrades 🎉It's hard to miss events like this. With #Bitrue, don't just watch but copy trade the same AI Futures real-time! First 100 sign-ups enter the iPhone 17 Lucky Draw + win up to 1,000 USDT https://t.co/YnEGJREmCM",2025-11-24 09:29:34+00:00,1251382849539694592,its hard to miss events like this with dont just watch but copy trade the same ai futures realtime first signups enter the iphone lucky draw win up to usdt,Positive
1992888216068993285,"@mark_cullen 🎉 Events like these are difficult to miss. Copy and trade the same AI Futures in real time with #Bitrue! Enter the iPhone 17 Lucky Draw for the first 100 sign-ups to win up to $1,000 USDT. https://t.co/ZPg1JjptNh",2025-11-24 09:29:11+00:00,1251382849539694592,events like these are difficult to miss copy and trade the same ai futures in real time with enter the iphone lucky draw for the first signups to win up to usdt,Positive
1992888205134426155,"How are you pricing a brand new iPhone 17 pro max 1.5 million.

Not Blord or VDM version oO. The very original apple phone directly from UK",2025-11-24 09:29:08+00:00,200243174,how are you pricing a brand new iphone pro max million not blord or vdm version oo the very original apple phone directly from uk,Positive
1992888159248744488,"Get your hands on the new Apple iPhone 17 Pro.

@Gleamapp is giving it away to one lucky winner. Enter now for a chance 👉 https://t.co/8dyYxyhdwb",2025-11-24 09:28:57+00:00,1446754907151798277,get your hands on the new apple iphone pro is giving it away to one lucky winner enter now for a chance,Positive
1992888157604556966,@uquidcard @tethergold iphone 17 giveaway too good,2025-11-24 09:28:57+00:00,1971394224739569664,iphone giveaway too good,Positive
